大会,予選,問題番号,問題,正解,補足
4,東北,1,小岩井農場は、力を合わせた3人の頭文字から、その名を小岩井としましたが、ことわざ「3人寄れば文殊の知恵」の3人とは、孔子、孟子、荀子のことである。,×,
4,東北,2,高校を卒業していなくても大学生になれますが、逆に、一度大学を卒業した者は、高校生にはなれない。,×,
4,東北,3,日本のアイバンクには、近視の人は登録出来ますが、老眼の人は登録出来ない。,×,
4,東北,4,日本の元号には、亀のついたものはあるが、鶴のついたものはない。,○,
4,東北,5,日本では、冬の初めに南にわたる渡り鳥を「夏鳥」という。,○,
4,東北,6,同じ量の木綿豆腐とおから。カロリーが低いのはおからの方である。,×,
4,東北,7,年に2回お米を作る事を「二期作」といいますが、年に1回だけお米を作ることは、「一期作」という。,○,
4,東北,8,急所を指摘されることを「図星を指される」といいますが、この図星の星は北極星のことである。,×,
4,東北,9,トラはひげにもしまがある。,×,
4,東北,10,ダイヤモンドは電気をまったく通さない絶縁体である。,○,
4,東北,11,小岩井農場にはたくさんの牛がいますが、もともと牛のもも肉をさす名前だった。,×,
4,東北,12,青函トンネルは全長の半分以上が海の下を通っている。,×,
4,東北,13,サツマイモも、ジャガイモと同じナス科の植物である。,×,
4,東北,14,学校の試験でもらうのはアカテン（赤点）ですが、イタチ科の動物テンの仲間には、アカテンという種類がいる。,×,
4,北陸,1,石川県といえば加賀百万石ですが、その藩主前田利家は、幼名を犬千代といい、生れもその名のとおり戌年である。,○,
4,北陸,2,富山県の県の鳥は、特別天然記念物の雷鳥ですが、雷鳥のことを英語でサンダーバードという。,×,
4,北陸,3,新潟県は米どころとして有名ですが、大相撲で「米びつ」といえば、その部屋で一番多くご飯を食べる力士のことである。,×,
4,北陸,4,福井県は、ここ北陸ブロック4県の中で一番最初に国鉄が開通した県である。,○,
4,北陸,5,決着をつけることを「けりをつける」といいますが、この「けり」とはもともと、「けっとばす」という意味である。,×,
4,北陸,6,フレミングの右手・左手の法則は有名ですが、実はフレミングの右足・左足の法則というのもある。,×,
4,北陸,7,稲妻の光が地面に届くと、光は性質上また雲に向かって登っていく。,○,
4,北陸,8,ウサギは敵から死に物狂いで逃げる時、空気抵抗を少なくするため、耳を後ろに倒す習性がある。,×,
4,北陸,9,顔の両側にあるコメカミは、お米をかむ時動くところから、コメカミという。,○,
4,北陸,10,「ベル」と「ブザー」の構造は、まったく同じである。,×,
4,北陸,11,俳句で「蝶」は春の季語ですが、「蛾」は夏の季語である。,○,
4,北陸,12,現在使われている世界の国旗の中で、1色だけの国旗はない。,×,
4,北陸,13,現在製造されている50円玉、100円玉、500円玉はすべて同じ金属成分からできている。,○,
4,北陸,14,日本の道路交通標識には、「警笛を鳴らせ」という標識がありますが、その逆の、「警笛を鳴らすな」という標識もある。,×,
4,北陸,15,アフリカで一番高い山「キリマンジャロ」に万年雪はあるが、「氷河」はない。,×,
4,北陸,16,神社の入口などに、よく狛犬の置物がありますが、実際の犬の種類には「コマイヌ」はいない。,○,
4,中国,1,ZIGZAGは日本語で「つづらおり」。この「つづらおり」という言葉は、ここ中国ブロックにゆかりのある平家の栄枯盛衰を表した「平家物語」とあの「源氏物語」の両方の物語に出てくる言葉である。,×,
4,中国,2,日本でノーベル賞を受賞した人はすべて文化勲章ももらっている。,×,
4,中国,3,山羊はあごひげがはえるが、ひつじははえない。,○,
4,中国,4,ハリネズミは、生れたばかりの時から、すでに体にハリがはえている。,○,
4,中国,5,広島出身の吉川晃二が高校時代やっていた水球。英語では、ウォーター・シュートという。,×,
4,中国,6,日本の銀行の中で、最も資本金が多いのは日本銀行である。,×,
4,中国,7,英語で「弱み」をウィークポイントというのに対して、「強み」をストロングポイントという。,○,
4,中国,8,チャームポイントのたとえに「濡れた唇」という表現がありますが、人間の唇は汗をかかない。,○,
4,中国,9,鋭いキバをもつ百獣の王ライオンは、食後ツメで歯を磨く。,×,
4,中国,10,網を張ってエサを取るクモ。このクモを中性洗剤で洗うとすべって巣の上を歩けなくなる。,○,
4,中国,11,純粋な砂糖は燃えるが、純粋な塩は燃えない。,○,
4,中国,12,「二の足を踏む」という言葉がありますが、この「二の足を踏む」とは、無駄をしてしまったという意味である。,×,
4,中国,13,人種によって目の色が違うように、鳥も種類やオス、メスによって目の色が違う。,○,
4,中国,14,吹いても吸っても音の出る楽器はハーモニカだけである。,×,
4,関東,1,全国の高校5736校のうち、高校名の最後で「東」、「西」、「南」、「北」いずれかの呼び方をする高校が604校あります。この高校を多い順に並べると「東西南北」の順になる。,○,
4,関東,2,1860年、君たちと同じアメリカ西海岸をめざし、日本の船として初めて太平洋を横断したのは咸臨丸。さて、現在の100m自由形高校日本一が、アメリカ西海岸まで一気に泳いで渡ったとすると、その咸臨丸の航海日数よりも早く着く。,×,
4,関東,3,夏の味覚スイカをＳ、M、Lなどのランクに分けるときは、スイカの直径で決める。,×,
4,関東,4,7月25日今日、日本の最も東にある高校から日の出と同時に音速で並ぶと、最も西にある高校で再び日の出を見ることが出来る。,×,
4,関東,5,消防士を英語で「ファイヤーマン」といいますが、電線の工事をする人は「ワイヤーマン」という。,○,
4,関東,6,日本の歴代総理大臣のうち、お札と切手の両方の肖像になった人はいない。,×,
4,関東,7,野球のボールを真上に投げ上げた時の速度と落ちる時の速度では、落ちる時の速度の方が速い。,×,
4,関東,8,金を熱すると液体になるが、液体になった金をさらに熱すると気体になる。,○,
4,関東,9,「ろくでなし」より役に立たない人のことを「ななでなし」という。,×,
4,関東,10,アラビア数字に０はあるが、ローマ数字に０はない。,○,
4,関東,11,カタツムリの赤ちゃんは、生れた時からすでに自分のカラを持っている。,○,
4,関東,12,フワフワと海に浮いているクラゲに筋肉はない。,×,
4,関東,13,雷が多い年は、豊作といわれますが、雷が2度続けて同じ場所に落ちることはない。,×,
4,関東,14,キノコとは木から生れた「木の子供」という意味である。,○,
4,関東,15,バイオリン製作の黄金時代を築き、音楽史にその名を残しているストラディパリは、ギターも作った。,○,
4,九州,1,虎退治で有名な加藤清正の幼名は虎之助。その長男は虎之助の「虎」に熊本の「熊」と書いて「虎熊」といった。,○,
